0.9943082381	0.5026910629
0.995121347	0.5047672239
0.9943082381	0.5047672239
0.995121347	0.5068237411
0.9943082381	0.5047672239
0.995121347	0.5047672239
0.9943082381	0.5068237411
0.995121347	0.5088610605
0.9943082381	0.5047672239
0.995121347	0.5047672239
0.9943082381	0.5047672239
0.995121347	0.5088610605
0.9943082381	0.5026910629
0.9947147926	0.5088610605
0.9943082381	0.5047672239
0.9947147926	0.5068237411
0.9943082381	0.5026910629
0.9947147926	0.5068237411
0.995121347	0.5068237411
0.9943082381	0.5068237411
0.995121347	0.5088610605
0.9947147926	0.5088610605
0.995121347	0.5047672239
0.9943082381	0.5047672239
0.995121347	0.5047672239
0.9943082381	0.5026910629
0.995121347	0.5068237411
0.9943082381	0.5088610605
0.995121347	0.5047672239
0.9943082381	0.5068237411
0.995121347	0.5047672239
0.9939016837	0.5068237411
0.995121347	0.5068237411
0.9943082381	0.5088610605
0.995121347	0.5047672239
0.9943082381	0.5047672239
0.995121347	0.5047672239
0.9943082381	0.5068237411
0.995121347	0.5047672239
0.9943082381	0.5088610605
0.995121347	0.5068237411
0.9943082381	0.5068237411
0.995121347	0.5068237411
0.9943082381	0.5047672239
0.995121347	0.5088610605
0.9943082381	0.5068237411
0.9947147926	0.5088610605
0.9947147926	0.5047672239
0.9947147926	0.5068237411
0.9947147926	0.5026910629
0.9947147926	0.5068237411
0.9947147926	0.5068237411
0.9943082381	0.5088610605
0.995121347	0.5047672239
0.9943082381	0.5068237411
0.995121347	0.5088610605
0.9947147926	0.5047672239
0.9947147926	0.5088610605
0.995121347	0.5047672239
0.9943082381	0.5068237411
0.9947147926	0.5088610605
0.995121347	0.5047672239
0.9939016837	0.5068237411
0.995121347	0.5088610605
0.9947147926	0.5047672239
0.9943082381	0.5108796119
0.995121347	0.5088610605
0.9947147926	0.5047672239
0.9943082381	0.5088610605
0.995121347	0.5088610605
0.995121347	0.5068237411
0.9943082381	0.5047672239
0.9947147926	0.5088610605
0.9947147926	0.5088610605
0.995121347	0.5068237411
0.9947147926	0.5047672239
0.9943082381	0.5088610605
0.9943082381	0.5068237411
0.995121347	0.5088610605
0.9947147926	0.5068237411
0.9943082381	0.5047672239
0.9943082381	0.5088610605
0.9947147926	0.5088610605
0.995121347	0.5068237411
0.995121347	0.5026910629
0.9943082381	0.5068237411
0.9943082381	0.5068237411
0.995121347	0.5108796119
0.995121347	0.5088610605
0.9947147926	0.5047672239
0.9943082381	0.5068237411
0.9825181599	0.51287981
0.9686953097	0.5207048763
0.8129341477	0.6444154865
0.6669557015	0.8670131838
0.6254871506	1.0
0.6254871506	0.9880077156
0.6258937051	0.9774526544
0.6263002595	0.967082809
0.6258937051	0.9652527798
0.6254871506	0.9647940114
0.6254871506	0.9652527798
0.6258937051	0.9652527798
0.6263002595	0.9634146577
0.6258937051	0.9601782063
0.6254871506	0.9545703249
0.6258937051	0.948407504
0.6263002595	0.9450501739
0.6258937051	0.9431191965
0.6254871506	0.9402053996
0.6254871506	0.9382511566
0.6258937051	0.9377611161
0.6263002595	0.9367792471
0.6258937051	0.936287415
0.6254871506	0.936287415
0.6254871506	0.9367792471
0.6263002595	0.9372704802
0.6263002595	0.9367792471
0.6258937051	0.9367792471
0.6254871506	0.9367792471
0.6258937051	0.936287415
0.6263002595	0.936287415
0.6258937051	0.9303380583
0.6254871506	0.9268263932
0.6258937051	0.9258173639
0.6263002595	0.9258173639
0.6258937051	0.9242990145
0.6254871506	0.9253118902
0.6254871506	0.9253118902
0.6254871506	0.9253118902
0.6258937051	0.9248057744
0.6258937051	0.9253118902
0.6258937051	0.9242990145
0.6258937051	0.9237916086
0.6258937051	0.9207334936
0.6258937051	0.9197088615
0.6254871506	0.9171356167
0.6254871506	0.9161016084
0.6254871506	0.9161016084
0.6258937051	0.9166189511
0.6258937051	0.9155835863
0.6263002595	0.9140254221
0.6263002595	0.9114146899
0.6258937051	0.9093135298
0.6258937051	0.9093135298
0.6258937051	0.9072010339
0.6258937051	0.9045109197
0.6254871506	0.9034430205
0.6267068139	0.901298384
0.6271133684	0.899682095
0.6271133684	0.8991418307
0.6275199228	0.8991418307
0.6275199228	0.8980590347
0.6271133684	0.8964291336
0.6267068139	0.8947923212
0.6275199228	0.8936972381
0.6283330316	0.8925990299
0.6291461404	0.8898396941
0.6368706744	0.8865020403
0.6401231098	0.8825708578
0.6405296642	0.8825708578
0.6405296642	0.8870603434
0.6405296642	0.8870603434
0.6263002595	0.9050437732
0.6258937051	0.9093135298
0.6279264772	0.8898396941
0.6323985758	0.8859429195
0.6336182391	0.885382978
0.6352444567	0.8825708578
0.6397165553	0.8808735475
0.6401231098	0.8774559561
0.6409362186	0.8745841635
0.6421558819	0.8716903038
0.6433755451	0.8705264882
0.6437820995	0.8681879559
0.6437820995	0.8670131838
0.6433755451	0.8705264882
0.6421558819	0.8728505221
0.6421558819	0.8728505221
0.6421558819	0.8722708609
0.6421558819	0.8728505221
0.6421558819	0.8734292907
0.6417493274	0.8745841635
0.6417493274	0.8751602743
0.641342773	0.8745841635
0.641342773	0.8745841635
0.641342773	0.8734292907
0.6417493274	0.8740071701
0.6421558819	0.8740071701
0.6417493274	0.8751602743
