0,0.9943082381,0.5026910629,0.8414133827
0.004882887007,0.995121347,0.5047672239,0.8377868397
0.009918364233,0.9943082381,0.5047672239,0.8377868397
0.01495384146,0.995121347,0.5068237411,0.8377868397
0.01998931869,0.9943082381,0.5047672239,0.8450111274
0.02487220569,0.995121347,0.5047672239,0.8414133827
0.02990768292,0.9943082381,0.5068237411,0.8414133827
0.03494316014,0.995121347,0.5088610605,0.8414133827
0.03997863737,0.9943082381,0.5047672239,0.8414133827
0.04486152438,0.995121347,0.5047672239,0.8377868397
0.0498970016,0.9943082381,0.5047672239,0.8414133827
0.05493247883,0.995121347,0.5088610605,0.8377868397
0.05996795605,0.9943082381,0.5026910629,0.8414133827
0.06485084306,0.9947147926,0.5088610605,0.8414133827
0.06988632029,0.9943082381,0.5047672239,0.8414133827
0.07492179751,0.9947147926,0.5068237411,0.8414133827
0.07995727474,0.9943082381,0.5026910629,0.8414133827
0.08499275197,0.9947147926,0.5068237411,0.8450111274
0.08987563897,0.995121347,0.5068237411,0.8377868397
0.0949111162,0.9943082381,0.5068237411,0.8450111274
0.09994659342,0.995121347,0.5088610605,0.8377868397
0.1049820707,0.9947147926,0.5088610605,0.8450111274
0.1098649577,0.995121347,0.5047672239,0.8377868397
0.1149004349,0.9943082381,0.5047672239,0.8450111274
0.1199359121,0.995121347,0.5047672239,0.8377868397
0.1249713893,0.9943082381,0.5026910629,0.8450111274
0.1298542763,0.995121347,0.5068237411,0.8377868397
0.1348897536,0.9943082381,0.5088610605,0.8450111274
0.1399252308,0.995121347,0.5047672239,0.8377868397
0.144960708,0.9943082381,0.5068237411,0.8450111274
0.1499961852,0.995121347,0.5047672239,0.834130906
0.1548790723,0.9939016837,0.5068237411,0.8450111274
0.1599145495,0.995121347,0.5068237411,0.8377868397
0.1649500267,0.9943082381,0.5088610605,0.8414133827
0.1699855039,0.995121347,0.5047672239,0.8377868397
0.1748683909,0.9943082381,0.5047672239,0.8485806474
0.1799038682,0.995121347,0.5047672239,0.8377868397
0.1849393454,0.9943082381,0.5068237411,0.8450111274
0.1899748226,0.995121347,0.5047672239,0.8414133827
0.1948577096,0.9943082381,0.5088610605,0.8450111274
0.1998931869,0.995121347,0.5068237411,0.8377868397
0.2049286641,0.9943082381,0.5068237411,0.8414133827
0.2099641413,0.995121347,0.5068237411,0.8414133827
0.2149996185,0.9943082381,0.5047672239,0.8414133827
0.2198825055,0.995121347,0.5088610605,0.8414133827
0.2249179828,0.9943082381,0.5068237411,0.8414133827
0.22995346,0.9947147926,0.5088610605,0.8377868397
0.2349889372,0.9947147926,0.5047672239,0.8414133827
0.2398718242,0.9947147926,0.5068237411,0.8414133827
0.2449073014,0.9947147926,0.5026910629,0.8450111274
0.2499427787,0.9947147926,0.5068237411,0.8450111274
0.2549782559,0.9947147926,0.5068237411,0.8377868397
0.2598611429,0.9943082381,0.5088610605,0.8450111274
0.2648966201,0.995121347,0.5047672239,0.8377868397
0.2699320974,0.9943082381,0.5068237411,0.8450111274
0.2749675746,0.995121347,0.5088610605,0.8414133827
0.2798504616,0.9947147926,0.5047672239,0.8414133827
0.2848859388,0.9947147926,0.5088610605,0.8485806474
0.289921416,0.995121347,0.5047672239,0.8414133827
0.2949568933,0.9943082381,0.5068237411,0.8485806474
0.2999923705,0.9947147926,0.5088610605,0.8414133827
0.3048752575,0.995121347,0.5047672239,0.8414133827
0.3099107347,0.9939016837,0.5068237411,0.8485806474
0.314946212,0.995121347,0.5088610605,0.8414133827
0.3199816892,0.9947147926,0.5047672239,0.8377868397
0.3248645762,0.9943082381,0.5108796119,0.8485806474
0.3299000534,0.995121347,0.5088610605,0.8450111274
0.3349355306,0.9947147926,0.5047672239,0.8414133827
0.3399710079,0.9943082381,0.5088610605,0.8485806474
0.3448538949,0.995121347,0.5088610605,0.8485806474
0.3498893721,0.995121347,0.5068237411,0.8450111274
0.3549248493,0.9943082381,0.5047672239,0.8450111274
0.3599603265,0.9947147926,0.5088610605,0.8450111274
0.3649958038,0.9947147926,0.5088610605,0.8414133827
0.3698786908,0.995121347,0.5068237411,0.8414133827
0.374914168,0.9947147926,0.5047672239,0.8414133827
0.3799496452,0.9943082381,0.5088610605,0.8414133827
0.3849851225,0.9943082381,0.5068237411,0.8450111274
0.3898680095,0.995121347,0.5088610605,0.8414133827
0.3949034867,0.9947147926,0.5068237411,0.8414133827
0.3999389639,0.9943082381,0.5047672239,0.8450111274
0.4049744411,0.9943082381,0.5088610605,0.852122498
0.4098573282,0.9947147926,0.5088610605,0.8485806474
